event_date,event_name,fighter_blue,fighter_red,knockdowns_blue,knockdowns_red,sig_attempts_blue,sig_attempts_red,sig_strikes_blue,sig_strikes_red,total_strikes_attempts_blue,total_strikes_attempts_red,total_strikes_blue,total_strikes_red,sub_attempts_blue,sub_attempts_red,takedowns_blue,takedowns_red,takedown_attempts_blue,takedown_attempts_red,control_time_blue,control_time_red,head_strikes_red,head_strikes_blue,head_attempts_red,head_attempts_blue,body_strikes_red,body_strikes_blue,body_attempts_red,body_attempts_blue,leg_strikes_red,leg_strikes_blue,leg_attempts_red,leg_attempts_blue,distance_red,distance_blue,distance_attempts_red,distance_attempts_blue,clinch_strikes_red,clinch_strikes_blue,clinch_attempts_red,clinch_attempts_blue,ground_strikes_red,ground_strikes_blue,ground_attempts_red,ground_attempts_blue,round,time,weight_class,win_method,winner
2025-04-12,UFC 314: Volkanovski vs. Lopes,Sean Woodson,Dan Ige,0,0,115,107,51,44,121,116,57,53,0,0,0,0,1,2,10,33,28,36,78,98,11,7,20,9,5,8,9,8,41,51,104,115,3,0,3,0,0,0,0,0,3,72,Featherweight,KO/TKO,Dan Ige
2025-04-12,UFC 314: Volkanovski vs. Lopes,Jean Silva,Bryce Mitchell,1,0,63,64,27,36,65,66,29,37,3,0,0,1,0,14,19,103,7,11,25,44,8,13,18,15,21,3,21,4,35,23,61,56,1,3,3,5,0,1,0,2,2,232,Featherweight,Submission,Jean Silva
2025-04-12,UFC 314: Volkanovski vs. Lopes,Michal Oleksiejczuk,Sedriques Dumas,1,0,57,26,34,3,59,26,34,3,0,0,0,0,0,0,18,0,0,27,18,49,2,7,5,8,1,0,3,0,3,13,26,27,0,0,0,0,0,21,0,30,1,169,Middleweight,KO/TKO,Michal Oleksiejczuk
2025-04-12,UFC 314: Volkanovski vs. Lopes,Virna Jandiroba,Yan Xiaonan,0,0,20,44,11,17,131,103,96,64,3,0,3,0,11,0,599,27,13,11,34,20,3,0,7,0,1,0,3,0,12,8,38,16,0,0,0,1,5,3,6,3,3,300,Women's Strawweight,Decision - Unanimous,Virna Jandiroba
2025-04-12,UFC 314: Volkanovski vs. Lopes,Julian Erosa,Darren Elkins,0,0,73,31,54,13,92,45,69,18,0,0,0,1,0,7,48,48,11,52,28,71,1,0,2,0,1,2,1,2,12,22,29,39,0,11,0,12,1,21,2,22,1,255,Featherweight,KO/TKO,Julian Erosa
2025-04-12,UFC 314: Volkanovski vs. Lopes,Mitch Raposo,Sumudaerji,0,0,26,114,9,45,30,150,13,78,0,0,6,0,19,0,258,0,25,8,84,25,5,0,8,0,15,1,22,1,39,8,104,25,6,1,10,1,0,0,0,0,3,300,Flyweight,Decision - Split,Sumudaerji
2025-04-12,UFC 314: Volkanovski vs. Lopes,Marco Tulio,Tresean Gore,2,0,175,60,127,17,195,60,140,17,0,0,0,0,0,0,43,6,10,74,47,120,3,40,5,42,4,13,8,13,17,118,60,161,0,4,0,4,0,5,0,10,2,196,Middleweight,KO/TKO,Marco Tulio
2025-04-12,UFC 314: Volkanovski vs. Lopes,Paddy Pimblett,Michael Chandler,0,0,143,28,80,11,197,39,121,20,0,0,1,4,2,7,281,164,6,61,18,119,3,4,7,5,2,15,3,19,10,43,24,96,0,4,0,5,1,33,4,42,3,187,Lightweight,KO/TKO,Paddy Pimblett
2025-04-12,UFC 314: Volkanovski vs. Lopes,Hailey Cowan,Nora Cornolle,0,0,7,12,3,8,28,32,19,24,0,1,1,0,2,0,264,93,5,2,9,6,1,1,1,1,2,0,2,0,5,2,9,6,3,0,3,0,0,1,0,1,2,112,Women's Bantamweight,Submission,Nora Cornolle
2025-04-12,UFC 314: Volkanovski vs. Lopes,Dominick Reyes,Nikita Krylov,1,0,17,22,8,4,17,22,8,4,0,0,0,0,0,0,2,0,3,5,16,14,1,1,6,1,0,2,0,2,4,6,22,15,0,0,0,0,0,2,0,2,1,144,Light Heavyweight,KO/TKO,Dominick Reyes
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,David Onama,Giga Chikadze,0,0,87,91,49,43,127,127,72,71,0,0,3,0,3,0,375,0,23,29,66,55,8,1,11,6,12,19,14,26,40,38,88,75,2,1,2,1,1,10,1,11,3,300,Featherweight,Decision - Unanimous,David Onama
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,Joselyne Edwards,Chelsea Chandler,0,0,42,23,30,10,47,24,35,11,0,0,1,0,1,0,49,0,6,14,17,23,2,3,4,5,2,13,2,14,9,27,21,39,1,1,2,1,0,2,0,2,1,151,Women's Bantamweight,KO/TKO,Joselyne Edwards
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,Carlos Prates,Ian Machado Garry,0,0,129,242,63,126,132,259,64,141,0,0,0,4,0,19,106,189,86,38,185,97,17,16,28,21,23,9,29,11,120,50,231,114,2,1,6,2,4,12,5,13,5,300,Welterweight,Decision - Unanimous,Ian Machado Garry
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,Abus Magomedov,Michel Pereira,0,0,134,168,78,73,140,169,83,74,0,0,1,0,4,0,61,24,27,53,90,99,27,19,50,29,19,6,28,6,72,72,166,128,1,3,2,3,0,3,0,3,3,300,Middleweight,Decision - Unanimous,Abus Magomedov
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,John Castaneda,Chris Gutierrez,0,1,77,85,41,46,118,112,76,65,0,0,1,0,1,2,290,39,20,16,50,34,5,8,9,13,21,17,26,30,44,36,81,71,0,5,1,6,2,0,3,0,3,300,Featherweight,Decision - Split,Chris Gutierrez
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,Gauge Young,Evan Elder,0,0,183,210,81,115,183,210,81,115,0,0,0,0,1,3,2,16,47,33,127,107,45,33,57,56,23,15,26,20,115,81,210,183,0,0,0,0,0,0,0,0,3,300,Lightweight,Decision - Unanimous,Evan Elder
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,Zhang Mingyang,Anthony Smith,0,0,81,21,63,10,97,22,76,11,0,0,0,0,0,1,88,16,8,42,18,58,2,6,3,8,0,15,0,15,10,35,21,46,0,3,0,4,0,25,0,31,1,243,Light Heavyweight,KO/TKO,Zhang Mingyang
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,Nicolas Dalby,Randy Brown,1,1,74,114,26,54,90,118,40,58,0,0,0,0,0,0,82,3,45,12,103,52,5,1,7,3,4,13,4,19,54,25,114,72,0,0,0,0,0,1,0,2,2,99,Welterweight,KO/TKO,Randy Brown
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,Jimmy Flick,Matt Schnell,0,0,20,61,12,35,60,117,48,88,1,3,5,0,7,0,508,233,33,8,58,13,1,0,1,2,1,4,2,5,12,8,34,16,4,2,4,2,19,2,23,2,3,300,Flyweight,Decision - Unanimous,Matt Schnell
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,Alatengheili,Da'Mon Blackshear,0,0,190,273,61,125,191,275,61,127,0,0,0,0,1,0,18,0,75,34,200,148,37,19,50,34,13,8,23,8,123,60,270,189,2,1,3,1,0,0,0,0,3,300,Bantamweight,Decision - Unanimous,Da'Mon Blackshear
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,Cameron Saaiman,Malcolm Wellmaker,0,1,18,12,9,6,18,12,9,6,0,0,0,0,0,0,0,1,1,1,6,9,4,1,4,2,1,7,2,7,6,9,11,18,0,0,0,0,0,0,1,0,1,119,Bantamweight,KO/TKO,Malcolm Wellmaker
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,Polyana Viana,Jaqueline Amorim,0,0,6,8,0,6,31,43,23,29,0,1,0,2,0,2,0,394,5,0,5,4,0,0,1,2,1,0,2,0,1,0,3,6,0,0,0,0,5,0,5,0,2,109,Women's Strawweight,Submission,Jaqueline Amorim
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,Roberto Romero,Timmy Cuamba,0,1,67,64,35,33,79,66,45,35,0,0,0,1,3,4,139,12,25,5,53,32,6,19,8,22,2,11,3,13,29,29,59,60,3,6,4,7,1,0,1,0,2,235,Featherweight,KO/TKO,Timmy Cuamba
2025-04-26,UFC Fight Night: Machado Garry vs. Prates,Andre Muniz,Ikram Aliskerov,0,1,36,68,16,44,36,80,16,55,0,0,0,0,1,0,0,32,26,6,46,23,10,6,13,9,8,4,9,4,25,16,44,36,1,0,1,0,18,0,23,0,1,294,Middleweight,KO/TKO,Ikram Aliskerov
2025-05-03,UFC Fight Night: Sandhagen vs. Figueiredo,Quang Le,Gaston Bolanos,0,0,14,20,10,5,38,23,33,8,1,0,4,0,7,0,346,0,1,9,11,13,1,1,2,1,3,0,7,0,5,10,20,14,0,0,0,0,0,0,0,0,2,114,Bantamweight,Submission,Quang Le
2025-05-03,UFC Fight Night: Sandhagen vs. Figueiredo,Azamat Bekoev,Ryan Loder,2,0,46,25,23,13,66,27,39,15,0,0,0,0,1,4,64,13,6,21,15,42,7,2,10,4,0,0,0,0,6,17,17,31,7,5,8,11,0,1,0,4,1,164,Middleweight,KO/TKO,Azamat Bekoev
2025-05-03,UFC Fight Night: Sandhagen vs. Figueiredo,Gillian Robertson,Marina Rodriguez,0,0,41,17,16,4,120,20,73,7,0,1,2,0,3,0,321,0,3,12,14,32,1,2,3,6,0,2,0,3,4,6,17,20,0,0,0,0,0,10,0,21,2,127,Women's Strawweight,KO/TKO,Gillian Robertson
2025-05-03,UFC Fight Night: Sandhagen vs. Figueiredo,Don'Tale Mayes,Thomas Petersen,0,0,11,51,3,28,23,166,13,105,0,1,0,9,0,9,0,829,28,1,51,8,0,2,0,3,0,0,0,0,1,3,5,11,1,0,1,0,26,0,45,0,3,300,Heavyweight,Decision - Unanimous,Thomas Petersen
2025-05-03,UFC Fight Night: Sandhagen vs. Figueiredo,Mason Jones,Jeremy Stephens,0,0,231,108,81,42,261,126,104,54,0,0,8,0,12,0,363,11,19,50,79,188,7,19,11,28,16,12,18,15,41,74,105,220,1,5,3,7,0,2,0,4,3,300,Lightweight,Decision - Unanimous,Mason Jones
2025-05-03,UFC Fight Night: Sandhagen vs. Figueiredo,Daniel Marcos,Montel Jackson,0,0,32,66,17,30,43,106,24,67,0,1,3,2,7,8,345,217,25,5,58,18,1,5,3,7,4,7,5,7,27,13,62,27,3,3,4,4,0,1,0,1,3,300,Bantamweight,Decision - Unanimous,Montel Jackson
2025-05-03,UFC Fight Night: Sandhagen vs. Figueiredo,Bo Nickal,Reinier de Ridder,0,1,21,32,8,22,40,104,24,91,0,0,1,0,1,3,144,129,9,2,18,13,13,4,14,5,0,2,0,3,7,3,15,14,15,5,17,7,0,0,0,0,2,113,Middleweight,KO/TKO,Reinier de Ridder
2025-05-03,UFC Fight Night: Sandhagen vs. Figueiredo,Ivana Petrovic,Juliana Miller,0,0,53,55,25,22,87,101,57,54,0,0,1,3,5,9,167,490,11,8,41,33,8,9,11,12,3,8,3,8,16,25,46,53,1,0,3,0,5,0,6,0,3,300,Women's Flyweight,Decision - Unanimous,Juliana Miller
2025-05-03,UFC Fight Night: Sandhagen vs. Figueiredo,Miesha Tate,Yana Santos,0,0,115,117,40,66,204,143,108,87,0,0,1,0,7,1,305,46,37,25,87,88,15,8,16,17,14,7,14,10,47,29,96,100,19,8,21,10,0,3,0,5,3,300,Women's Bantamweight,Decision - Unanimous,Yana Santos
2025-05-03,UFC Fight Night: Sandhagen vs. Figueiredo,Deiveson Figueiredo,Cory Sandhagen,0,0,9,87,6,54,11,149,8,92,0,0,2,2,5,2,31,307,33,4,65,6,2,0,2,0,19,2,20,3,24,4,43,7,0,2,0,2,30,0,44,0,2,248,Bantamweight,KO/TKO,Cory Sandhagen
2025-05-03,UFC Fight Night: Sandhagen vs. Figueiredo,Daniel Rodriguez,Santiago Ponzinibbio,1,0,166,111,66,49,170,115,70,50,0,0,0,1,0,8,8,44,31,39,83,131,6,20,16,25,12,7,12,10,49,64,111,164,0,1,0,1,0,1,0,1,3,72,Welterweight,KO/TKO,Daniel Rodriguez
2025-05-03,UFC Fight Night: Sandhagen vs. Figueiredo,Serhiy Sidey,Cameron Smotherman,0,0,132,134,55,58,149,137,66,61,1,0,5,0,12,0,252,0,43,30,114,98,15,15,20,22,0,10,0,12,53,49,124,122,5,6,10,10,0,0,0,0,3,300,Bantamweight,Decision - Unanimous,Serhiy Sidey
2025-05-10,UFC 315: Muhammad vs. Della Maddalena,Bekzat Almakhan,Brad Katona,1,0,11,4,8,1,11,4,8,1,0,0,0,0,0,0,2,0,1,7,3,10,0,1,0,1,0,0,1,0,1,6,4,9,0,0,0,0,0,2,0,2,1,64,Bantamweight,KO/TKO,Bekzat Almakhan
2025-05-10,UFC 315: Muhammad vs. Della Maddalena,Aiemann Zahabi,Jose Aldo,0,1,199,167,99,68,209,170,109,71,0,0,0,0,0,1,158,2,48,79,135,167,13,14,25,22,7,6,7,10,67,66,166,151,0,8,0,11,1,25,1,37,3,300,Featherweight,Decision - Unanimous,Aiemann Zahabi
2025-05-10,UFC 315: Muhammad vs. Della Maddalena,Manon Fiorot,Valentina Shevchenko,0,1,160,149,71,72,239,251,150,173,0,0,1,2,12,9,427,112,48,29,118,113,7,35,12,37,17,7,19,10,62,40,126,124,7,29,18,33,3,2,5,3,5,300,UFC Women's Flyweight Title,Decision - Unanimous,Valentina Shevchenko
2025-05-10,UFC 315: Muhammad vs. Della Maddalena,Charles Radtke,Mike Malott,0,1,33,61,10,36,33,61,10,36,0,0,0,0,0,0,0,5,21,9,42,31,5,0,9,0,10,1,10,2,28,9,51,31,2,1,3,2,6,0,7,0,2,26,Welterweight,KO/TKO,Mike Malott
2025-05-10,UFC 315: Muhammad vs. Della Maddalena,Kyle Prepolec,Benoit Saint Denis,0,0,27,70,12,54,29,103,14,77,0,2,0,3,1,5,7,332,36,11,51,26,11,1,12,1,7,0,7,0,24,10,33,24,22,2,24,3,8,0,13,0,2,155,Lightweight,Submission,Benoit Saint Denis
2025-05-10,UFC 315: Muhammad vs. Della Maddalena,Ion Cutelaba,Modestas Bukauskas,0,0,130,92,58,44,194,100,121,52,0,0,0,0,4,0,141,86,37,18,85,74,3,16,3,19,4,24,4,37,42,47,90,117,2,11,2,13,0,0,0,0,3,300,Light Heavyweight,Decision - Split,Modestas Bukauskas
2025-05-10,UFC 315: Muhammad vs. Della Maddalena,Jack Della Maddalena,Belal Muhammad,0,0,342,318,178,132,364,349,200,155,0,0,0,3,3,9,40,201,119,113,297,254,11,47,18,65,2,18,3,23,116,167,295,326,14,11,21,16,2,0,2,0,5,300,UFC Welterweight Title,Decision - Unanimous,Jack Della Maddalena
2025-05-10,UFC 315: Muhammad vs. Della Maddalena,Ivan Erslan,Navajo Stirling,0,1,100,225,36,110,129,243,63,124,0,0,0,3,3,5,101,181,54,28,147,90,26,7,40,9,30,1,38,1,84,36,181,100,3,0,4,0,23,0,40,0,3,300,Light Heavyweight,Decision - Unanimous,Navajo Stirling
2025-05-10,UFC 315: Muhammad vs. Della Maddalena,Bruno Silva,Marc-Andre Barriault,0,1,12,24,6,14,12,24,6,14,0,0,0,0,1,0,0,18,11,4,19,10,3,2,4,2,0,0,1,0,4,1,10,6,7,5,10,5,3,0,4,1,1,87,Middleweight,KO/TKO,Marc-Andre Barriault
2025-05-10,UFC 315: Muhammad vs. Della Maddalena,JeongYeong Lee,Daniel Santos,0,0,150,184,68,90,190,213,107,119,0,0,0,6,0,18,0,366,59,40,136,112,18,16,30,24,13,12,18,14,82,65,174,145,1,3,2,4,7,0,8,1,3,300,Featherweight,Decision - Unanimous,Daniel Santos
2025-05-10,UFC 315: Muhammad vs. Della Maddalena,Natalia Silva,Alexa Grasso,0,0,164,139,65,45,173,149,74,54,0,0,0,0,0,2,15,40,28,42,101,137,5,9,15,11,12,14,23,16,43,64,136,162,2,1,3,2,0,0,0,0,3,300,Women's Flyweight,Decision - Unanimous,Natalia Silva
2025-05-10,UFC 315: Muhammad vs. Della Maddalena,Jasmine Jasudavicius,Jessica Andrade,0,0,18,8,11,4,37,8,27,4,1,0,1,0,2,0,72,0,0,9,3,16,0,1,0,1,4,1,5,1,4,8,8,15,0,0,0,0,0,3,0,3,1,160,Women's Flyweight,Submission,Jasmine Jasudavicius
